ID,Business,Year_Of_Commitment ,Guaranteed_Approved _Loan,Borrower_Name ,Low_Documentation_Loan,Demography,ChargedOff_Amount ,Count_Employees,Classification_Code ,Loan_Approved_Gross,Gross_Amount_Disbursed  ,Loan_Term,Code_Franchise,Name_Of_Bank,Revolving_Credit_Line,Target
3830,Existing,2004,Rs.59903360.0,"THE IRISH SETTERS,INC.",No,Urban,Rs.0.0,18,235420,Rs.59903360.0,Rs.59903360.0,360,1,Central Bank of India,No,0
3831,Existing,2004,Rs.10668000.0,STRONG TRUCKING INC,No,Rural,Rs.0.0,15,484121,Rs.14224000.0,Rs.8290560.0,126,1,Industrial & Commercial Bank of China Ltd. #,0,0
3832,Existing,2001,Rs.17068800.0,RANDCO TOOL & DIE INC,No,Urban,Rs.12433970.56,19,333511,Rs.22758400.0,Rs.22758400.0,192,1,Punjab Gramin Bank,0,1
3833,New,1995,Rs.2011680.0,HEALTH FITNESS INTERNATIONAL I,Yes,Undefined,Rs.0.0,3,0,Rs.2235200.0,Rs.2235200.0,90,1,Airtel Payments Bank Ltd,No,0
3834,Existing,1994,Rs.5683910.4,COMMUNITY PET HOSPITAL,No,Undefined,Rs.0.0,5,541940,Rs.8119872.0,Rs.8119872.0,360,1,India Post Payments Bank Ltd,No,0
3835,Existing,1994,Rs.48768000.0,DAUGHTER'S REALTY TRUST,No,Undefined,Rs.0.0,45,0,Rs.65024000.0,Rs.65024000.0,450,1,ESAF Small Finance Bank Ltd.,No,0
3836,Existing,2005,Rs.1828800.0,MO BEE ENTERPRISES DBA HAROLD',No,Urban,Rs.874491.52,22,722310,Rs.3657600.0,Rs.3657600.0,21,1,City Union Bank Ltd.,No,1
3837,New,2006,Rs.56083200.0,Seok Sang Kim DBA Sunrise Gas,No,Urban,Rs.48415488.64,1,447110,Rs.74777600.0,Rs.74777600.0,351,0,Rajasthan Marudhara Gramin Bank,No,1
3838,Existing,2006,Rs.5283200.0,New Fairfield Ice Cream Compan,No,Urban,Rs.6096731.5200000005,11,722213,Rs.10566400.0,Rs.10566400.0,66,0,Uttar Bihar Gramin Bank,No,1
3839,Existing,1985,Rs.4974336.0,"SCHWAB, JERRY LEE C/O SBA",No,Undefined,Rs.4069364.48,1,0,Rs.5527040.0,Rs.5527040.0,126,0,IDBI Bank Limited,No,1
3840,Existing,1995,Rs.4901184.0,DON'S RETAIL LIQUOR STORE,Yes,Undefined,Rs.0.0,4,445310,Rs.5445760.0,Rs.5445760.0,90,1,ICICI Bank Ltd.,,0
3841,Existing,2005,Rs.16256000.0,LANCES PRECISION MACHINING INC,No,Rural,Rs.0.0,2,332710,Rs.16256000.0,Rs.16256000.0,360,1,Utkal Grameen Bank,0,0
3842,New,2006,Rs.1016000.0,Larry Smith Trucking,No,Urban,Rs.1926661.12,1,484220,Rs.2032000.0,Rs.4627839.36,33,0,Fincare Small Finance Bank Ltd.,Yes,1
3843,Existing,1995,Rs.6923105.28,FAN PHOTO,No,Undefined,Rs.0.0,4,0,Rs.9890150.4,Rs.9890150.4,126,1,ICICI Bank Ltd.,0,0
3844,Existing,2005,Rs.4064000.0,ROGER E RETHERFORD DDS INC,No,Urban,Rs.0.0,9,621210,Rs.8128000.0,Rs.25956849.28,126,1,Dhanlaxmi Bank Ltd.,Yes,0
3845,Existing,2005,Rs.690880.0,TIMELESS CABINET CONCEPTS,No,Urban,Rs.324713.6,2,446120,Rs.812800.0,Rs.812800.0,27,1,Tamilnad Mercantile Bank Ltd.,0,1
3846,New,2009,Rs.365760.0,KAY E GREEN,S,Urban,Rs.360558.08,1,541219,Rs.406400.0,Rs.406400.0,147,0,FINO Payments Bank Ltd,No,1
3847,Existing,2004,Rs.12851180.8,THE SAPPHIRE GALLERY,No,Rural,Rs.0.0,8,448310,Rs.39420800.0,Rs.39420800.0,144,1,Utkal Grameen Bank,No,0
3848,Existing,1999,Rs.2032000.0,P&R AUTO BODY REPAIR INC,No,Urban,Rs.0.0,4,811121,Rs.4064000.0,Rs.7647797.76,72,1,ICICI Bank Ltd.,Yes,0
3849,New,2007,Rs.47955200.0,INTERNATIONAL HOUSE OF PANCAKE,No,Rural,Rs.0.0,1,722110,Rs.47955200.0,Rs.47955200.0,360,41850,Aryavart Bank,0,0
3850,New,2008,Rs.406400.0,"THE GOOD WATER COMPANY, INC.",No,Urban,Rs.0.0,10,221310,Rs.812800.0,Rs.2235200.0,126,0,Karur Vysya Bank Ltd.,Yes,0
3851,New,2004,Rs.10363200.0,JEROD INC,No,Urban,Rs.0.0,2,339950,Rs.12192000.0,Rs.12192000.0,180,29600,Bandhan Bank Ltd.,0,0
3852,New,1992,Rs.17272000.0,SINGLETON FARMS,No,Undefined,Rs.0.0,2,112320,Rs.20320000.0,Rs.20320000.0,270,1,IDBI Bank Limited,No,0
3853,Existing,2009,Rs.6096000.0,OTTO/WALKER ARCHITECTS LC,No,Rural,Rs.0.0,4,541310,Rs.12192000.0,Rs.25652618.240000002,126,1,Uttarbanga Kshetriya Gramin Bank,T,0
3854,Existing,2006,Rs.1625600.0,DALE O FROSTAD,No,Rural,Rs.0.0,1,238910,Rs.3251200.0,Rs.4725294.08,126,0,Karur Vysya Bank Ltd.,Yes,0
3855,Existing,1999,Rs.6858000.0,JULIE A. HENDERSON LICENSED MA,Yes,Undefined,Rs.0.0,2,0,Rs.9144000.0,Rs.9144000.0,360,1,Vidharbha Konkan Gramin Bank,0,0
3856,New,2006,Rs.1016000.0,ADVANCED SIGNS AND GRAPHICS IN,No,Urban,Rs.0.0,1,323110,Rs.2032000.0,Rs.4490720.0,144,1,CSB Bank Limited,No,0
3857,New,2005,Rs.345440.0,CARALIS MEXICAN GRILL,No,Urban,Rs.104688.64,14,722110,Rs.406400.0,Rs.406400.0,14,1,Tamilnad Mercantile Bank Ltd.,0,1
3858,Existing,2004,Rs.2032000.0,SUB STATION,No,Rural,Rs.4064000.0,3,722211,Rs.4064000.0,Rs.4086920.96,33,1,ICICI Bank Ltd.,Yes,1
3859,New,2001,Rs.60960000.0,RIPLEY'S HAUNTED ADVENTURE,No,Urban,Rs.0.0,19,713110,Rs.81280000.0,Rs.81280000.0,198,70136,Saurashtra Gramin Bank,No,0
3860,Existing,2003,Rs.5527040.0,THE WAVE,No,Urban,Rs.0.0,29,811192,Rs.6502400.0,Rs.6502400.0,126,1,Uttarakhand Gramin Bank,0,0
3861,New,2007,Rs.12192000.0,INDIGO HOME,No,Urban,Rs.0.0,1,442299,Rs.16256000.0,Rs.16256000.0,90,1,Standard Chartered Bank,No,0
3862,Existing,2006,Rs.719328.0,"MMK, Inc.",No,Urban,Rs.1405249.92,2,541620,Rs.1438656.0,Rs.2767096.32,62,0,ICICI Bank Ltd.,Yes,1
3863,Existing,1990,Rs.3291840.0,J & K BUILDING CENTER,No,Undefined,Rs.0.0,7,444130,Rs.3657600.0,Rs.3657600.0,162,1,Australia and New Zealand Banking Group Ltd.,No,0
3864,New,1998,Rs.6502400.0,BEIJING POPULAR,Yes,Undefined,Rs.0.0,1,0,Rs.8128000.0,Rs.8128000.0,90,1,Cooperatieve Rabobank U.A.,0,0
3865,Existing,1994,Rs.10065715.2,LINDER AIR CONDITIONING & REFR,No,Undefined,Rs.0.0,23,235110,Rs.11704320.0,Rs.11704320.0,108,1,National Australia Bank,No,0
3866,New,1992,Rs.5486400.0,BRANSON'S SHOOTERS PARADISE,No,Undefined,Rs.0.0,3,0,Rs.6096000.0,Rs.6096000.0,180,1,City Union Bank Ltd.,No,0
3867,New,2004,Rs.12192000.0,MEN'S GROOM ROOM LTD.,No,Urban,Rs.0.0,5,812112,Rs.16256000.0,Rs.16256000.0,105,1,Dhanlaxmi Bank Ltd.,No,0
3868,Existing,2005,Rs.10078720.0,BRISTOL SHOP N SAVE,No,Rural,Rs.0.0,50,445110,Rs.10078720.0,Rs.10078720.0,180,1,Credit Agricole Corporate & Investment Bank #,0,0
3869,Existing,2008,Rs.2032000.0,Serene Nail Salon,No,Urban,Rs.4064000.0,11,812113,Rs.4064000.0,Rs.4064000.0,105,0,ICICI Bank Ltd.,Yes,1
3870,Existing,2009,Rs.406400.0,"E M R J, Corp.",No,Urban,Rs.0.0,32,722110,Rs.812800.0,Rs.1826930.56,126,0,Aryavart Bank,Yes,0
3871,Existing,2006,Rs.1219200.0,G & B TEXTILE TRADING,No,Urban,Rs.2438400.0,2,813910,Rs.2438400.0,Rs.2438400.0,114,1,IDBI Bank Limited,0,1
3872,Existing,2004,Rs.690880.0,O'NEAL CONSTRUCTION,No,Urban,Rs.757123.2,7,233320,Rs.812800.0,Rs.812800.0,105,1,Tamilnad Mercantile Bank Ltd.,0,1
3873,Existing,2011,Rs.731520.0,TMR INTERNATIONAL LLC,No,Urban,Rs.1087363.84,3,441120,Rs.1463040.0,Rs.2230079.36,48,0,Andhra Pradesh Grameena Vikas Bank,Yes,1
3874,Existing,2007,Rs.1016000.0,NICK PAPAJOHN.COM INC,No,Urban,Rs.1861068.16,1,339999,Rs.2032000.0,Rs.5944168.96,75,1,Dhanlaxmi Bank Ltd.,Yes,1
3875,Existing,2006,Rs.1016000.0,CYCLE PARTS,No,Urban,Rs.2032000.0,2,441221,Rs.2032000.0,Rs.2841061.12,62,1,IDBI Bank Limited,Yes,1
3876,Existing,2009,Rs.12435840.0,ANCHOR INN & SUITES,No,Urban,Rs.0.0,3,721110,Rs.13817600.0,Rs.13817600.0,180,0,Bank of Bahrain & Kuwait BSC,No,0
3877,Existing,2003,Rs.34588704.0,ROBJON PROPERTIES LP EPC FOR W,No,Urban,Rs.0.0,22,333132,Rs.46118272.0,Rs.46118272.0,450,1,IDBI Bank Limited,0,0
3878,New,2007,Rs.1219200.0,"Lab 'N Lager, LLC",No,Rural,Rs.0.0,1,722410,Rs.2438400.0,Rs.2438400.0,90,1,Karnataka Vikas Gramin Bank,0,0
3879,New,1996,Rs.2600960.0,"MARVIN A. ZERR, D.D.S., PHD.",Yes,Undefined,Rs.0.0,2,621210,Rs.3251200.0,Rs.3251200.0,126,1,AB Bank Ltd.,No,0
3880,Existing,2003,Rs.1422400.0,SIGNARAMA,No,Urban,Rs.0.0,4,339950,Rs.2844800.0,Rs.3147080.32,126,1,City Union Bank Ltd.,Yes,0
3881,Existing,2000,Rs.60959349.76,OREGON SPA & STOVE,No,Urban,Rs.74590412.16,21,453998,Rs.112654080.0,Rs.112654080.0,94,1,ESAF Small Finance Bank Ltd.,0,1
3882,Existing,2004,Rs.13898880.0,PSYCHIATRIC MANAGE. & COUNSEL,No,Urban,Rs.0.0,4,624110,Rs.13898880.0,Rs.13898880.0,360,1,Credit Agricole Corporate & Investment Bank #,0,0
3883,Existing,2004,Rs.5689600.0,MAACO AUTO PAINTING & BODYWORK,No,Urban,Rs.5958230.4,8,811121,Rs.11379200.0,Rs.11379200.0,36,1,Rajasthan Marudhara Gramin Bank,Yes,1
3884,Existing,2003,Rs.29047440.0,POWER HOUSE EQUIPMENT INC,No,Urban,Rs.20964387.84,4,532412,Rs.38729920.0,Rs.38729920.0,122,1,Bank of Baroda,0,1
3885,Existing,1994,Rs.20116800.0,"FISHER, JOHN R. JR.",No,Undefined,Rs.0.0,13,0,Rs.26822400.0,Rs.26822400.0,360,1,Baroda Rajasthan Kshetriya Gramin Bank,No,0
3886,Existing,2005,Rs.3535680.0,"Sam Grant Group, L.L.C.",No,Urban,Rs.3782689.92,5,812310,Rs.7071360.0,Rs.16980936.32,33,0,ICICI Bank Ltd.,Yes,1
3887,Existing,2007,Rs.1422400.0,BARRERA TRANSPORT CORP,No,Urban,Rs.2721660.8,2,484110,Rs.2844800.0,Rs.7074611.2,78,1,Dhanlaxmi Bank Ltd.,Yes,1
3888,Existing,1999,Rs.6502400.0,"ADVANCED ENGINE EXCHANGE, INC.",Yes,Undefined,Rs.0.0,8,0,Rs.8128000.0,Rs.8128000.0,90,1,Sonali Bank Ltd. %,0,0
3889,New,2009,Rs.1016000.0,HARDING HOUSE PUBLISHING SERVI,No,Urban,Rs.0.0,9,511130,Rs.2032000.0,Rs.4389120.0,90,1,CSB Bank Limited,Yes,0
3890,Existing,1997,Rs.18288000.0,"GRAHAM GLASS, INC.",No,Undefined,Rs.16797487.36,17,235920,Rs.24384000.0,Rs.24384000.0,144,1,Utkal Grameen Bank,No,1
3891,New,2005,Rs.10363200.0,SNIP-ITS (SNIP-ITS BUCKHEAD LL,Yes,Urban,Rs.0.0,2,812112,Rs.12192000.0,Rs.12192000.0,126,75982,Industrial & Commercial Bank of China Ltd. #,0,0
3892,Existing,2003,Rs.1788160.0,CLARK STEEL DRUM CO INC,No,Urban,Rs.0.0,4,421930,Rs.3576320.0,Rs.3576320.0,90,1,City Union Bank Ltd.,0,0
3893,New,1999,Rs.3056128.0,GO SPECIAL COACH,Yes,Urban,Rs.2807086.08,3,0,Rs.3820160.0,Rs.3820160.0,22,1,Uttarakhand Gramin Bank,0,1
3894,Existing,1994,Rs.7315200.0,FRANK AND GAIL BAILEY,No,Undefined,Rs.0.0,11,453991,Rs.8128000.0,Rs.8128000.0,180,1,Societe Generale,No,0
3895,Existing,1992,Rs.21783040.0,S & A ENTERPRISES,No,Undefined,Rs.0.0,4,713950,Rs.21783040.0,Rs.21783040.0,360,1,Bank of Nova Scotia,No,0
3896,Existing,2008,Rs.1016000.0,Leonardo Marquez,No,Urban,Rs.2031349.76,1,331491,Rs.2032000.0,Rs.4684085.12,82,0,Dhanlaxmi Bank Ltd.,Yes,1
3897,Existing,2001,Rs.48768000.0,"Agha Food Stop, Inc.",No,Urban,Rs.0.0,11,447110,Rs.65024000.0,Rs.65024000.0,396,1,ESAF Small Finance Bank Ltd.,0,0
3898,New,2008,Rs.426720.0,Virostick Transfer Company,No,Urban,Rs.267329.92,4,484121,Rs.853440.0,Rs.994216.96,57,0,CSB Bank Limited,Yes,1
3899,Existing,1999,Rs.33588960.0,JAX KWIK KAR LUBE,No,Urban,Rs.24363111.04,4,811111,Rs.44785280.0,Rs.44785280.0,420,1,Karur Vysya Bank Ltd.,0,1
3900,Existing,2004,Rs.12923520.0,"BASS CREEK, INC.",No,Urban,Rs.13120055.040000001,1,448150,Rs.17231360.0,Rs.17231360.0,130,1,ESAF Small Finance Bank Ltd.,0,1
3901,New,2006,Rs.406400.0,"Nelite, LLC",No,Urban,Rs.812800.0,1,561612,Rs.812800.0,Rs.1381760.0,84,0,ICICI Bank Ltd.,T,1
3902,Existing,2010,Rs.2032000.0,"Lehigh Fuel, Inc.",No,Urban,Rs.0.0,18,454311,Rs.4064000.0,Rs.4064000.0,90,0,Bank of Maharashtra,No,0
3903,New,2005,Rs.23530560.0,"COMPRESSION PRODUCTS, INC.",No,Rural,Rs.2470099.2,4,325991,Rs.31374080.0,Rs.31374080.0,228,1,Saurashtra Gramin Bank,No,1
3904,Existing,1997,Rs.31699200.0,PETERSON DISTRIBUTING INC.,No,Undefined,Rs.0.0,14,422810,Rs.42265600.0,Rs.42265600.0,126,1,IDBI Bank Limited,0,0
3905,New,1999,Rs.2032000.0,CONNECTED! WIRELESS SOLUTIONS,No,Urban,Rs.0.0,21,0,Rs.4064000.0,Rs.4064000.0,90,1,Dhanlaxmi Bank Ltd.,Yes,0
3906,Existing,1996,Rs.3251200.0,PRO-TECH AUTOMOTIVE REPARIS,No,Undefined,Rs.3713845.7600000002,4,811111,Rs.6502400.0,Rs.6502400.0,24,1,City Union Bank Ltd.,0,1
3907,New,1997,Rs.7620000.0,"DELTA AUTO & TIRE CO., INC.",No,Undefined,Rs.0.0,3,0,Rs.10160000.0,Rs.10160000.0,270,1,Uttarbanga Kshetriya Gramin Bank,No,0
3908,Existing,2008,Rs.1381760.0,Thompson Management,No,Urban,Rs.1295196.8,3,561320,Rs.1625600.0,Rs.1625600.0,84,0,Tamilnad Mercantile Bank Ltd.,No,1
3909,Existing,2004,Rs.4221276.8,WALLIS MACHINING,No,Undefined,Rs.0.0,1,332439,Rs.4966208.0,Rs.4966208.0,130,1,Dhanlaxmi Bank Ltd.,0,0
3910,Existing,2008,Rs.2032000.0,STANNIK INC,No,Urban,Rs.4014500.48,4,423450,Rs.4064000.0,Rs.10338409.6,99,1,Dhanlaxmi Bank Ltd.,Yes,1
3911,Existing,2005,Rs.345440.0,NORTH ALABAMA PLUMBING,No,Rural,Rs.0.0,2,235110,Rs.406400.0,Rs.406400.0,126,1,Ujjivan Small Finance Bank Ltd.,0,0
3912,Existing,2007,Rs.1828800.0,TERA-STORAGE SOLUTIONS,No,Urban,Rs.2311115.52,2,334112,Rs.3657600.0,Rs.5059273.6,26,0,IDBI Bank Limited,Yes,1
3913,Existing,2005,Rs.1422400.0,"SPRING RIVER FURNITURE, INC.",No,Urban,Rs.0.0,3,442110,Rs.2844800.0,Rs.2844800.0,126,1,Subhadra Local Bank Ltd,No,0
3914,Existing,2000,Rs.406400.0,CAFFE PANINI,No,Urban,Rs.0.0,2,0,Rs.812800.0,Rs.812800.0,110,1,CSB Bank Limited,Yes,0
3915,Existing,1994,Rs.6027724.8,VITALITE FOODS,No,Undefined,Rs.0.0,2,0,Rs.6697472.0,Rs.6697472.0,180,1,Dhanlaxmi Bank Ltd.,No,0
3916,Existing,1994,Rs.9997440.0,PHILLIP T. & LORI L. RACH,No,Undefined,Rs.0.0,4,0,Rs.9997440.0,Rs.9997440.0,360,1,Australia and New Zealand Banking Group Ltd.,No,0
3917,Existing,2005,Rs.345440.0,THE WELSH & AMERICAN SEWING CO,No,Urban,Rs.374213.12,1,451130,Rs.406400.0,Rs.406400.0,99,1,Tamilnad Mercantile Bank Ltd.,0,1
3918,New,2008,Rs.9225280.0,TOADILY FUN INC,No,Rural,Rs.0.0,3,713120,Rs.18450560.0,Rs.18450560.0,180,0,Airtel Payments Bank Ltd,No,0
3919,Existing,2006,Rs.43891200.0,KIM H WONG AND WING S WONG,No,Urban,Rs.0.0,9,238220,Rs.43891200.0,Rs.43891200.0,360,1,Aryavart Bank,0,0
3920,Existing,2007,Rs.1016000.0,"Trans County Title Agency, LLC",No,Urban,Rs.0.0,4,524298,Rs.2032000.0,Rs.3943543.04,159,0,Paytm Payments Bank Ltd,T,0
3921,New,2002,Rs.10668000.0,"T&M EXCAVATING, INC.",No,Urban,Rs.0.0,2,235930,Rs.14224000.0,Rs.14224000.0,90,1,Fincare Small Finance Bank Ltd.,No,0
3922,Existing,2007,Rs.345440.0,LEE INVESTMENTS AND SALES INC,No,Urban,Rs.280497.28,2,531210,Rs.406400.0,Rs.406400.0,102,0,FINO Payments Bank Ltd,No,1
3923,Existing,1989,Rs.7315200.0,WEST COAST VIDEO,No,Undefined,Rs.0.0,4,532230,Rs.8128000.0,Rs.8128000.0,108,88407,IDBI Bank Limited,No,0
3924,New,1998,Rs.3836416.0,CROWN TROPHY,No,Undefined,Rs.0.0,2,453998,Rs.4795520.0,Rs.4795520.0,126,21165,ESAF Small Finance Bank Ltd.,0,0
3925,Existing,2007,Rs.2032000.0,"The Achtermann Group, LLC",No,Rural,Rs.2822854.4,2,315299,Rs.4064000.0,Rs.14201322.88,54,0,CSB Bank Limited,T,1
3926,Existing,2004,Rs.406400.0,MACRO NETWORK SUPPORT LLC,No,Rural,Rs.0.0,4,811212,Rs.812800.0,Rs.812800.0,126,1,ICICI Bank Ltd.,Yes,0
3927,Existing,2002,Rs.812800.0,W L HAMEL CONSTRUCTION,No,Urban,Rs.0.0,1,235420,Rs.1625600.0,Rs.2186432.0,122,1,CSB Bank Limited,Yes,0
3928,Existing,2006,Rs.812800.0,Ladies of the Canyon,No,Urban,Rs.0.0,2,448120,Rs.1625600.0,Rs.1625600.0,126,0,ICICI Bank Ltd.,Yes,0
3929,Existing,2006,Rs.406400.0,ROBERT V SHAFFER,No,Urban,Rs.0.0,2,238910,Rs.812800.0,Rs.2181799.04,126,0,Karur Vysya Bank Ltd.,Yes,0
3930,New,2001,Rs.27228800.0,DUNKIN DONUTS/BASKIN ROBBINS/T,No,Urban,Rs.0.0,18,722211,Rs.27228800.0,Rs.27228800.0,180,25650,PT Bank Maybank Indonesia TBK,No,0
3931,Existing,2006,Rs.10363200.0,"Walking Generation, Inc",No,Urban,Rs.0.0,4,448210,Rs.12192000.0,Rs.12192000.0,126,0,South Indian Bank Ltd.,No,0
3932,New,1999,Rs.2405888.0,"TEMPLETON ENTERPRISES, INC.",Yes,Undefined,Rs.1960880.0,2,0,Rs.3007360.0,Rs.3007360.0,129,1,BNP Paribas,0,1
3933,Existing,1998,Rs.22860000.0,SPOILED ROTTEN,No,Undefined,Rs.0.0,4,0,Rs.30480000.0,Rs.30480000.0,450,1,IDBI Bank Limited,0,0
3934,New,2009,Rs.1381760.0,BEDANGLES DESIGNS,No,Urban,Rs.1532615.68,1,453220,Rs.1625600.0,Rs.1625600.0,110,0,Tamilnad Mercantile Bank Ltd.,No,1
3935,Existing,2002,Rs.9465056.0,"VJC CONTRACTING, INC",No,Urban,Rs.0.0,18,233320,Rs.11135360.0,Rs.11135360.0,270,1,National Australia Bank,No,0
3936,Existing,2006,Rs.2032000.0,J.T. SHEARER CONSTRUCTION & EX,No,Rural,Rs.0.0,3,236115,Rs.4064000.0,Rs.4765365.12,90,0,City Union Bank Ltd.,Yes,0
3937,Existing,2006,Rs.406400.0,COLOR PROMOTIONS,No,Urban,Rs.710062.08,4,323115,Rs.812800.0,Rs.853440.0,75,1,Bank of Baroda,Yes,1
3938,Existing,2004,Rs.406400.0,MARK A BAHREY,No,Urban,Rs.527913.6,1,332212,Rs.812800.0,Rs.1779300.48,33,1,Karur Vysya Bank Ltd.,T,1
3939,Existing,2003,Rs.1016000.0,KNP UTZ INC,No,Urban,Rs.2032000.0,3,722211,Rs.2032000.0,Rs.2279904.0,28,1,Assam Gramin Vikash Bank,Yes,1
3940,New,1990,Rs.3657600.0,OPTICAL COATING TECHNOL. INC.,No,Undefined,Rs.0.0,2,327212,Rs.4064000.0,Rs.4064000.0,90,1,ICICI Bank Ltd.,No,0
3941,New,2006,Rs.812800.0,RBT INSTALLATION LLC,No,Rural,Rs.0.0,3,238390,Rs.1625600.0,Rs.3631184.0,90,1,Export-Import Bank of India,Yes,0
3942,New,2006,Rs.1788160.0,"BEAUTY RULES SALON, INC.",No,Urban,Rs.2341595.52,11,812112,Rs.3576320.0,Rs.3576320.0,46,0,City Union Bank Ltd.,No,1
3943,Existing,1995,Rs.3291840.0,SUTHERLAND'S JEWELRY,Yes,Undefined,Rs.0.0,5,448310,Rs.3657600.0,Rs.3657600.0,124,1,Karur Vysya Bank Ltd.,No,0
3944,Existing,2012,Rs.31162752.0,Michael Keough,No,Urban,Rs.0.0,12,238990,Rs.41550336.0,Rs.41550336.0,450,0,IndusInd Bank Ltd,No,0
3945,New,2001,Rs.2032000.0,AMERICAN AUTO SERVICE,No,Urban,Rs.0.0,8,811191,Rs.4064000.0,Rs.6039266.5600000005,90,1,Paytm Payments Bank Ltd,Yes,0
3946,New,2006,Rs.2452624.0,Sweet Chic,No,Urban,Rs.2528783.36,1,448120,Rs.2885440.0,Rs.2885440.0,94,0,Dhanlaxmi Bank Ltd.,No,1
3947,Existing,2002,Rs.528320.0,BORDEN UNIVERSAL DESIGN & CONS,No,Urban,Rs.0.0,2,233210,Rs.1056640.0,Rs.1177747.2,72,1,ICICI Bank Ltd.,T,0
3948,Existing,1973,Rs.12070080.0,GRADY R SMITH,No,Undefined,Rs.22494971.52,8,0,Rs.13411200.0,Rs.13411200.0,450,73900,Industrial & Commercial Bank of China Ltd. #,No,1
3949,Existing,2006,Rs.1016000.0,LBM DEVELOPMENT GROUP LLC,No,Rural,Rs.1612351.36,1,236118,Rs.2032000.0,Rs.4595246.08,50,1,Dhanlaxmi Bank Ltd.,Yes,1
3950,Existing,1999,Rs.7315200.0,TRI-CITIES MAINTENANCE,Yes,Undefined,Rs.0.0,4,0,Rs.9753600.0,Rs.9753600.0,180,1,BNP Paribas,0,0
3951,New,2000,Rs.19812000.0,COMPUTER 1 TECHNOLOGY SOLUTION,No,Rural,Rs.0.0,13,443120,Rs.26416000.0,Rs.26416000.0,180,1,IDBI Bank Limited,0,0
3952,New,2005,Rs.7599680.0,AMY WILLIAMS LLC,No,Urban,Rs.0.0,1,448120,Rs.8940800.0,Rs.6211336.32,126,1,Kotak Mahindra Bank Ltd,0,0
3953,Existing,1992,Rs.46634400.0,"CAYUGA PRESS OF ITHACA, INC.",No,Undefined,Rs.0.0,34,0,Rs.54864000.0,Rs.54864000.0,180,1,Fincare Small Finance Bank Ltd.,No,0
3954,New,2012,Rs.1016000.0,S T F L LLC,No,Urban,Rs.2007616.0,5,484121,Rs.2032000.0,Rs.4089521.92,87,0,IDBI Bank Limited,Yes,1
3955,New,1996,Rs.10058400.0,BITTERROOT BAKING COMPANY,No,Undefined,Rs.0.0,11,0,Rs.13411200.0,Rs.13411200.0,216,1,IDBI Bank Limited,No,0
3956,Existing,2002,Rs.82011520.0,Intervision Systems Technologi,No,Urban,Rs.0.0,36,541512,Rs.82011520.0,Rs.82011520.0,360,1,Aryavart Bank,No,0
3957,New,2001,Rs.4145280.0,FRY BREAD CAFE A C C,No,Undefined,Rs.4027749.12,1,722110,Rs.4876800.0,Rs.4876800.0,72,1,Assam Gramin Vikash Bank,0,1
3958,Existing,1989,Rs.7607808.0,D AND I AUTO REPAIR,No,Undefined,Rs.0.0,3,811111,Rs.8453120.0,Rs.8453120.0,360,0,IDBI Bank Limited,No,0
3959,Existing,2006,Rs.650240.0,MARC ALT AND PARTNERS LLC,No,Rural,Rs.1274389.12,1,541430,Rs.1300480.0,Rs.3584610.56,62,1,Dhanlaxmi Bank Ltd.,Yes,1
3960,Existing,2005,Rs.2032000.0,"MILLER ENVIRONMENTAL, CORP.",No,Urban,Rs.0.0,2,423720,Rs.4064000.0,Rs.4064000.0,126,1,City Union Bank Ltd.,Yes,0
3961,New,1985,Rs.23554944.0,ROCKY ROCOCO,No,Undefined,Rs.16857634.56,14,0,Rs.26172160.0,Rs.26172160.0,320,70556,Karur Vysya Bank Ltd.,No,1
3962,Existing,1995,Rs.11379200.0,"THE BERKSHIRE IVY GARDENS, INC",No,Undefined,Rs.0.0,32,0,Rs.16256000.0,Rs.16256000.0,270,1,ICICI Bank Ltd.,0,0
3963,Existing,2005,Rs.4064000.0,Samvco Company,No,Urban,Rs.7966740.48,4,332431,Rs.8128000.0,Rs.11330432.0,62,1,ICICI Bank Ltd.,No,1
3964,New,2003,Rs.406400.0,SUPERCOUPS OF HERSHEY,No,Urban,Rs.755904.0,2,541860,Rs.812800.0,Rs.1519936.0,28,1,CSB Bank Limited,Yes,1
3965,Existing,2006,Rs.62910720.0,AER SERVICES INC,No,Urban,Rs.0.0,22,311611,Rs.62910720.0,Rs.62910720.0,360,1,Australia and New Zealand Banking Group Ltd.,0,0
3966,New,2007,Rs.1609344.0,CANDLEWOOD LAKE MARINE TOWING,No,Urban,Rs.0.0,4,488410,Rs.3218688.0,Rs.3218688.0,126,72495,AB Bank Ltd.,0,0
3967,Existing,2004,Rs.2032000.0,TELESYS WHOLESALE,No,Urban,Rs.4064000.0,7,541618,Rs.4064000.0,Rs.4064000.0,96,1,ICICI Bank Ltd.,Yes,1
3968,New,1999,Rs.2032000.0,Virginia D. Lallo,No,Urban,Rs.3834384.0,1,448140,Rs.4064000.0,Rs.11996928.0,15,1,ICICI Bank Ltd.,Yes,1
3969,Existing,2001,Rs.3901440.0,INNOVATIVE PHYSICAL THERAPY SO,Yes,Urban,Rs.0.0,4,621340,Rs.4876800.0,Rs.4876800.0,90,1,Credit Agricole Corporate & Investment Bank #,0,0
3970,Existing,2011,Rs.6096000.0,Weeks Seed Company Inc.,,Urban,Rs.0.0,18,111219,Rs.12192000.0,Rs.12192000.0,9,0,KEB Hana Bank,No,0
